"","pcktsCount","pcktsLost","dteTime"
"570",1155.06,8.37,2017-01-31 17:00:00
"571",1041.93,8.61,2017-01-31 18:00:00
"572",1008.13,7.74,2017-01-31 19:00:00
"573",809.28,10.63,2017-01-31 20:00:00
"574",830.87,7.68,2017-01-31 21:00:00
"575",824.32,6.76,2017-01-31 22:00:00
"576",996.63,7.29,2017-01-31 23:00:00
"577",1073.57,7.68,2017-02-01 00:00:00
"578",856.93,8.84,2017-02-01 01:00:00
"579",873.94,7.89,2017-02-01 02:00:00
"580",1172.81,5.86,2017-02-01 03:00:00
"581",861.89,4.64,2017-02-01 04:00:00
"582",1005.62,6.21,2017-02-01 05:00:00
"583",1085.62,4.23,2017-02-01 06:00:00
"584",1074.03,3.52,2017-02-01 07:00:00
"585",1045.03,4.05,2017-02-01 08:00:00
"586",1032.85,4.63,2017-02-01 09:00:00
"587",1166.75,4.26,2017-02-01 10:00:00
"588",805.18,3.29,2017-02-01 11:00:00
"589",973.24,8.29,2017-02-01 12:00:00
"590",841.37,9.3,2017-02-01 13:00:00
"591",866.14,7.38,2017-02-01 14:00:00
"592",1147.06,12.04,2017-02-01 15:00:00
"593",1122.69,9.16,2017-02-01 16:00:00
"594",1155.63,5.13,2017-02-01 17:00:00
"595",1152.76,7.12,2017-02-01 18:00:00
"596",910.06,10.94,2017-02-01 19:00:00
"597",803.73,6.3,2017-02-01 20:00:00
"598",896.57,7.69,2017-02-01 21:00:00
"599",918.47,6.17,2017-02-01 22:00:00
"600",1064.99,8.04,2017-02-01 23:00:00
"601",813.62,5.95,2017-02-02 00:00:00
"602",1131.93,7.93,2017-02-02 01:00:00
"603",1112.96,9.78,2017-02-02 02:00:00
"604",962.63,6.34,2017-02-02 03:00:00
"605",869.36,3.84,2017-02-02 04:00:00
"606",786.79,7.63,2017-02-02 05:00:00
"607",1040.9,5.35,2017-02-02 06:00:00
"608",1148.25,7.77,2017-02-02 07:00:00
"609",800.02,8.19,2017-02-02 08:00:00
"610",1138.82,5.82,2017-02-02 09:00:00
"611",840.77,4.9,2017-02-02 10:00:00
"612",1000.13,5.76,2017-02-02 11:00:00
"613",1049.27,8.52,2017-02-02 12:00:00
"614",1083.63,10.82,2017-02-02 13:00:00
"615",1061.91,6.75,2017-02-02 14:00:00
"616",1057.12,12.37,2017-02-02 15:00:00
"617",1159.66,12.13,2017-02-02 16:00:00
"618",1072.63,6.74,2017-02-02 17:00:00
"619",1082.07,6.53,2017-02-02 18:00:00
"620",869.59,12.12,2017-02-02 19:00:00
"621",860.12,7.48,2017-02-02 20:00:00
"622",1082.62,8.69,2017-02-02 21:00:00
"623",979.45,5.66,2017-02-02 22:00:00
"624",909.37,6.17,2017-02-02 23:00:00
"625",940.67,6.99,2017-02-03 00:00:00
"626",998.98,10.47,2017-02-03 01:00:00
"627",1090.35,7.18,2017-02-03 02:00:00
"628",1024.91,9.93,2017-02-03 03:00:00
"629",1079.18,7.38,2017-02-03 04:00:00
"630",1148.47,7.23,2017-02-03 05:00:00
"631",1025.75,10.27,2017-02-03 06:00:00
"632",1185.75,4.92,2017-02-03 07:00:00
"633",1149.93,6.04,2017-02-03 08:00:00
"634",1114.94,4.58,2017-02-03 09:00:00
"635",1122.7,7.62,2017-02-03 10:00:00
"636",1127.83,6.72,2017-02-03 11:00:00
"637",1170.8,7.43,2017-02-03 12:00:00
"638",788.06,11.97,2017-02-03 13:00:00
"639",810.66,6.69,2017-02-03 14:00:00
"640",952.07,9.95,2017-02-03 15:00:00
"641",859.21,7.67,2017-02-03 16:00:00
"642",1096.17,8.01,2017-02-03 17:00:00
"643",910.36,9.62,2017-02-03 18:00:00
"644",803.22,9.47,2017-02-03 19:00:00
"645",1084.55,9.18,2017-02-03 20:00:00
"646",1102.42,8.54,2017-02-03 21:00:00
"647",1105.89,11.4,2017-02-03 22:00:00
"648",985.48,5.92,2017-02-03 23:00:00
"649",1003.52,7.56,2017-02-04 00:00:00
"650",1154.38,6.16,2017-02-04 01:00:00
"651",890.63,9.26,2017-02-04 02:00:00
"652",917.59,7.07,2017-02-04 03:00:00
"653",803.08,5.09,2017-02-04 04:00:00
"654",960.49,7.01,2017-02-04 05:00:00
"655",1012.01,8.13,2017-02-04 06:00:00
"656",918.2,6.06,2017-02-04 07:00:00
"657",802.52,3.34,2017-02-04 08:00:00
"658",1176.06,3.55,2017-02-04 09:00:00
"659",1176.64,3.84,2017-02-04 10:00:00
"660",1147.51,5.15,2017-02-04 11:00:00
"661",1035.98,5.09,2017-02-04 12:00:00
"662",1113.62,11.81,2017-02-04 13:00:00
"663",1138.44,10.24,2017-02-04 14:00:00
"664",1006.56,13.02,2017-02-04 15:00:00
"665",854.42,6.61,2017-02-04 16:00:00
"666",1156.2,5.65,2017-02-04 17:00:00
"667",1086.45,6.38,2017-02-04 18:00:00
"668",819.46,12.05,2017-02-04 19:00:00
"669",1073.1,8.05,2017-02-04 20:00:00
"670",1113.35,6.7,2017-02-04 21:00:00
"671",993.87,8.68,2017-02-04 22:00:00
"672",950,5.28,2017-02-04 23:00:00
"673",1004.87,9.16,2017-02-05 00:00:00
"674",941.46,6.36,2017-02-05 01:00:00
"675",812.91,6.67,2017-02-05 02:00:00
"676",1067.83,4.79,2017-02-05 03:00:00
"677",1008.78,7.2,2017-02-05 04:00:00
"678",992.63,5.98,2017-02-05 05:00:00
"679",1124.45,4.9,2017-02-05 06:00:00
"680",921.12,5.46,2017-02-05 07:00:00
"681",1097.69,5.2,2017-02-05 08:00:00
"682",1059.83,6.17,2017-02-05 09:00:00
"683",1167.27,6.41,2017-02-05 10:00:00
"684",1086.29,7.91,2017-02-05 11:00:00
"685",874.08,11.14,2017-02-05 12:00:00
"686",852.38,13.44,2017-02-05 13:00:00
"687",901.51,11.44,2017-02-05 14:00:00
"688",1049.5,11.53,2017-02-05 15:00:00
"689",797.88,8.34,2017-02-05 16:00:00
"690",938.94,9.02,2017-02-05 17:00:00
"691",900.32,9.17,2017-02-05 18:00:00
"692",880.05,11.96,2017-02-05 19:00:00
"693",1138.56,13.15,2017-02-05 20:00:00
"694",1091.69,5.44,2017-02-05 21:00:00
"695",803.22,7.23,2017-02-05 22:00:00
"696",911.59,7.12,2017-02-05 23:00:00
"697",936.11,7.26,2017-02-06 00:00:00
"698",1088.82,10.23,2017-02-06 01:00:00
"699",819.58,7.63,2017-02-06 02:00:00
"700",1184.74,9.6,2017-02-06 03:00:00
"701",955.16,6.88,2017-02-06 04:00:00
"702",842.4,7.36,2017-02-06 05:00:00
"703",1071.51,6.15,2017-02-06 06:00:00
"704",1151.92,5.18,2017-02-06 07:00:00
"705",1139.94,7.81,2017-02-06 08:00:00
"706",1002.58,4.27,2017-02-06 09:00:00
"707",1022.43,6.54,2017-02-06 10:00:00
"708",1032.1,6.77,2017-02-06 11:00:00
"709",1121.75,13.16,2017-02-06 12:00:00
"710",877.03,10.33,2017-02-06 13:00:00
"711",819.61,9.23,2017-02-06 14:00:00
"712",1079.36,13.72,2017-02-06 15:00:00
"713",951.11,11.93,2017-02-06 16:00:00
"714",846.59,8.83,2017-02-06 17:00:00
"715",928.32,10.11,2017-02-06 18:00:00
"716",930.48,9.15,2017-02-06 19:00:00
"717",1077.63,9.04,2017-02-06 20:00:00
"718",1146.94,9.99,2017-02-06 21:00:00
"719",824.81,11.7,2017-02-06 22:00:00
"720",918.88,10.4,2017-02-06 23:00:00
"721",838.84,5.89,2017-02-07 00:00:00
"722",1099.14,7.85,2017-02-07 01:00:00
"723",1128.5,4.46,2017-02-07 02:00:00
"724",1191.99,7.64,2017-02-07 03:00:00
"725",907.59,3.71,2017-02-07 04:00:00
"726",851.14,5.42,2017-02-07 05:00:00
"727",796.97,7.11,2017-02-07 06:00:00
"728",885.83,4.73,2017-02-07 07:00:00
"729",1011.17,7.51,2017-02-07 08:00:00
"730",1013.72,4.7,2017-02-07 09:00:00
"731",1041.2,4.81,2017-02-07 10:00:00
"732",1091.4,6.6,2017-02-07 11:00:00
"733",783.7,8.73,2017-02-07 12:00:00
"734",1092.81,11.76,2017-02-07 13:00:00
"735",906.39,7.16,2017-02-07 14:00:00
"736",946.84,7.23,2017-02-07 15:00:00
"737",1134.77,6.29,2017-02-07 16:00:00
"738",970.68,4.97,2017-02-07 17:00:00
"739",809.29,6.52,2017-02-07 18:00:00
"740",947.43,7,2017-02-07 19:00:00
"741",921.09,8.59,2017-02-07 20:00:00
"742",881.8,3.91,2017-02-07 21:00:00
"743",828.62,9.31,2017-02-07 22:00:00
"744",982.63,4.78,2017-02-07 23:00:00
"745",843.78,9,2017-02-08 00:00:00
"746",973.13,10.07,2017-02-08 01:00:00
"747",1110.92,7.97,2017-02-08 02:00:00
"748",1059.33,7.1,2017-02-08 03:00:00
"749",1141.96,7.01,2017-02-08 04:00:00
"750",998.87,6.04,2017-02-08 05:00:00
"751",987.83,7.26,2017-02-08 06:00:00
"752",1181.25,4.45,2017-02-08 07:00:00
"753",806.55,7.76,2017-02-08 08:00:00
"754",810.98,5,2017-02-08 09:00:00
"755",1096.97,6.22,2017-02-08 10:00:00
"756",1195.68,6.27,2017-02-08 11:00:00
"757",1018.77,9.92,2017-02-08 12:00:00
"758",1087.07,9.26,2017-02-08 13:00:00
"759",792.7,11.59,2017-02-08 14:00:00
"760",942.95,13.13,2017-02-08 15:00:00
"761",1008.67,11.17,2017-02-08 16:00:00
"762",890.7,5.72,2017-02-08 17:00:00
"763",904.66,6.87,2017-02-08 18:00:00
"764",916.81,6.63,2017-02-08 19:00:00
"765",1141.41,12.47,2017-02-08 20:00:00
"766",1068.72,8.99,2017-02-08 21:00:00
"767",853.75,8.91,2017-02-08 22:00:00
"768",964.24,8.06,2017-02-08 23:00:00
"769",818.45,6.68,2017-02-09 00:00:00
"770",1116.2,10.76,2017-02-09 01:00:00
"771",898.65,6.77,2017-02-09 02:00:00
"772",961.41,7.6,2017-02-09 03:00:00
"773",868.61,8.11,2017-02-09 04:00:00
"774",861.2,7.89,2017-02-09 05:00:00
"775",1132.08,6.14,2017-02-09 06:00:00
"776",1158.21,8.41,2017-02-09 07:00:00
"777",1005.92,6.28,2017-02-09 08:00:00
"778",902.79,5.45,2017-02-09 09:00:00
"779",879.35,4.84,2017-02-09 10:00:00
"780",1090.28,8.05,2017-02-09 11:00:00
"781",870.52,6.97,2017-02-09 12:00:00
"782",1091.98,13.9,2017-02-09 13:00:00
"783",798.37,13.21,2017-02-09 14:00:00
"784",891.82,11.1,2017-02-09 15:00:00
"785",1097.01,8.27,2017-02-09 16:00:00
"786",887.92,6.98,2017-02-09 17:00:00
"787",1065.61,6.51,2017-02-09 18:00:00
"788",938.53,10.18,2017-02-09 19:00:00
"789",964.34,11.07,2017-02-09 20:00:00
"790",979.5,5.53,2017-02-09 21:00:00
"791",1113.29,8.96,2017-02-09 22:00:00
"792",1163.56,9.41,2017-02-09 23:00:00
"793",927.1,5.44,2017-02-10 00:00:00
"794",848.61,4.55,2017-02-10 01:00:00
"795",1051.02,4.46,2017-02-10 02:00:00
"796",950.73,6.13,2017-02-10 03:00:00
"797",868.24,5.97,2017-02-10 04:00:00
"798",1036.98,5.87,2017-02-10 05:00:00
"799",1102.15,6.87,2017-02-10 06:00:00
"800",940.06,3.67,2017-02-10 07:00:00
"801",1045.05,6.79,2017-02-10 08:00:00
"802",1113.26,2.8,2017-02-10 09:00:00
"803",883.62,3.31,2017-02-10 10:00:00
"804",1020.21,5.88,2017-02-10 11:00:00
"805",798.61,7.35,2017-02-10 12:00:00
"806",938.9,8.67,2017-02-10 13:00:00
"807",1154.73,5.6,2017-02-10 14:00:00
"808",867.77,7.04,2017-02-10 15:00:00
"809",1005.43,6.17,2017-02-10 16:00:00
"810",834.04,8.17,2017-02-10 17:00:00
"811",1044.36,4.94,2017-02-10 18:00:00
"812",806.11,10.89,2017-02-10 19:00:00
"813",804.92,10.16,2017-02-10 20:00:00
"814",1079.78,4.28,2017-02-10 21:00:00
"815",1011.83,7.78,2017-02-10 22:00:00
"816",976.85,4.16,2017-02-10 23:00:00
"817",924.28,9.38,2017-02-11 00:00:00
"818",904.98,5.62,2017-02-11 01:00:00
"819",1031.64,8.13,2017-02-11 02:00:00
"820",977.64,8.26,2017-02-11 03:00:00
"821",916.69,6.92,2017-02-11 04:00:00
"822",851.37,6.63,2017-02-11 05:00:00
"823",935.05,7.5,2017-02-11 06:00:00
"824",958.51,6.96,2017-02-11 07:00:00
"825",1134.21,6.14,2017-02-11 08:00:00
"826",1151.14,5.9,2017-02-11 09:00:00
"827",1100.76,6.56,2017-02-11 10:00:00
"828",1052.32,7.08,2017-02-11 11:00:00
"829",1043.87,8.43,2017-02-11 12:00:00
"830",820.95,8.54,2017-02-11 13:00:00
"831",858.16,7.96,2017-02-11 14:00:00
"832",842.83,11.1,2017-02-11 15:00:00
"833",1047.18,9.22,2017-02-11 16:00:00
"834",1090.54,5.83,2017-02-11 17:00:00
"835",877.17,10.03,2017-02-11 18:00:00
"836",811.71,8.71,2017-02-11 19:00:00
"837",1063.58,8.2,2017-02-11 20:00:00
"838",1060.62,9.21,2017-02-11 21:00:00
"839",950.32,6,2017-02-11 22:00:00
"840",1120.56,8.96,2017-02-11 23:00:00
"841",867.97,9.32,2017-02-12 00:00:00
"842",968.67,11.02,2017-02-12 01:00:00
"843",969.94,6.81,2017-02-12 02:00:00
"844",804.33,7.51,2017-02-12 03:00:00
"845",937.96,6.85,2017-02-12 04:00:00
"846",1010.84,4.92,2017-02-12 05:00:00
"847",922.95,6.59,2017-02-12 06:00:00
"848",880.42,7.56,2017-02-12 07:00:00
"849",916.29,6.68,2017-02-12 08:00:00
"850",827.09,5.89,2017-02-12 09:00:00
"851",1020.38,4.74,2017-02-12 10:00:00
"852",1162.71,8.53,2017-02-12 11:00:00
"853",875.6,9.48,2017-02-12 12:00:00
"854",841.62,13.64,2017-02-12 13:00:00
"855",1150.36,10.07,2017-02-12 14:00:00
"856",1189.87,14.93,2017-02-12 15:00:00
"857",1057.6,11.23,2017-02-12 16:00:00
"858",1156.23,9.84,2017-02-12 17:00:00
"859",920.7,12.37,2017-02-12 18:00:00
"860",1130.38,7.46,2017-02-12 19:00:00
"861",965.5,12.27,2017-02-12 20:00:00
"862",1114.16,5.12,2017-02-12 21:00:00
"863",799.17,8.95,2017-02-12 22:00:00
"864",939.32,10,2017-02-12 23:00:00
"865",1063.04,5.36,2017-02-13 00:00:00
"866",1075.32,4.3,2017-02-13 01:00:00
"867",1160.02,7.93,2017-02-13 02:00:00
"868",1060.71,5.64,2017-02-13 03:00:00
"869",822.36,3.26,2017-02-13 04:00:00
"870",1109.74,6.44,2017-02-13 05:00:00
"871",1017.86,5.64,2017-02-13 06:00:00
"872",833.39,7.18,2017-02-13 07:00:00
"873",1186.29,4.58,2017-02-13 08:00:00
"874",815.02,3.38,2017-02-13 09:00:00
"875",1068.35,4.61,2017-02-13 10:00:00
"876",1094.91,7.4,2017-02-13 11:00:00
"877",867.68,9.36,2017-02-13 12:00:00
"878",964.65,8.33,2017-02-13 13:00:00
"879",849.88,10.95,2017-02-13 14:00:00
"880",1188.07,6.52,2017-02-13 15:00:00
"881",1045.68,7.08,2017-02-13 16:00:00
"882",1165.87,7.16,2017-02-13 17:00:00
"883",818.47,8.38,2017-02-13 18:00:00
"884",1057.96,5.33,2017-02-13 19:00:00
"885",1036.98,9.32,2017-02-13 20:00:00
"886",878.21,5.18,2017-02-13 21:00:00
"887",785.04,5.36,2017-02-13 22:00:00
"888",1000.76,5.96,2017-02-13 23:00:00
"889",1022.11,7.15,2017-02-14 00:00:00
"890",958.31,8.47,2017-02-14 01:00:00
"891",1015.94,6.67,2017-02-14 02:00:00
"892",975.93,5.14,2017-02-14 03:00:00
"893",934.51,6.92,2017-02-14 04:00:00
"894",850.23,4.26,2017-02-14 05:00:00
"895",1103.24,5,2017-02-14 06:00:00
"896",802.4,6.5,2017-02-14 07:00:00
"897",1067.08,5.16,2017-02-14 08:00:00
"898",1040.15,5.28,2017-02-14 09:00:00
"899",954.83,6.8,2017-02-14 10:00:00
"900",1119,4.46,2017-02-14 11:00:00
"901",931.73,6.33,2017-02-14 12:00:00
"902",1073.26,12.97,2017-02-14 13:00:00
"903",915.26,9.74,2017-02-14 14:00:00
"904",822.78,12.34,2017-02-14 15:00:00
"905",866.32,8.59,2017-02-14 16:00:00
"906",1181.48,5.32,2017-02-14 17:00:00
"907",947.76,8.4,2017-02-14 18:00:00
"908",1058.39,10.5,2017-02-14 19:00:00
"909",1021.84,7.4,2017-02-14 20:00:00
"910",799.02,9.48,2017-02-14 21:00:00
"911",1065.46,6.54,2017-02-14 22:00:00
"912",884.95,5.76,2017-02-14 23:00:00
"913",1099.53,7.58,2017-02-15 00:00:00
"914",865.58,10.74,2017-02-15 01:00:00
"915",846.41,8.55,2017-02-15 02:00:00
"916",1099.42,5.61,2017-02-15 03:00:00
"917",968.4,6.44,2017-02-15 04:00:00
"918",869.17,6.55,2017-02-15 05:00:00
"919",784.35,5.31,2017-02-15 06:00:00
"920",932.06,8.36,2017-02-15 07:00:00
"921",1057.72,5.62,2017-02-15 08:00:00
"922",838.77,4.77,2017-02-15 09:00:00
"923",851.72,7.48,2017-02-15 10:00:00
"924",957.09,5.94,2017-02-15 11:00:00
"925",1046.39,10.76,2017-02-15 12:00:00
"926",940.91,7.09,2017-02-15 13:00:00
"927",850.4,9.6,2017-02-15 14:00:00
"928",819.31,8.68,2017-02-15 15:00:00
"929",999.22,10.78,2017-02-15 16:00:00
"930",1053.23,6.56,2017-02-15 17:00:00
"931",1105.31,9.16,2017-02-15 18:00:00
"932",1089.95,8.91,2017-02-15 19:00:00
"933",1010.68,8.91,2017-02-15 20:00:00
"934",914.85,7.99,2017-02-15 21:00:00
"935",1129.46,7.88,2017-02-15 22:00:00
"936",1120.06,10.05,2017-02-15 23:00:00
"937",1036.51,4.77,2017-02-16 00:00:00
"938",1147.65,8.45,2017-02-16 01:00:00
"939",1092.8,7.44,2017-02-16 02:00:00
"940",1178.52,6.24,2017-02-16 03:00:00
"941",889.56,3.47,2017-02-16 04:00:00
"942",945.89,4.49,2017-02-16 05:00:00
"943",1083.87,6.27,2017-02-16 06:00:00
"944",884.98,5.33,2017-02-16 07:00:00
"945",1159.59,6.03,2017-02-16 08:00:00
"946",852.46,6.28,2017-02-16 09:00:00
"947",977.16,5.2,2017-02-16 10:00:00
"948",1015.63,3.6,2017-02-16 11:00:00
"949",1110.85,11.26,2017-02-16 12:00:00
"950",844.78,11.6,2017-02-16 13:00:00
"951",1049.62,6.93,2017-02-16 14:00:00
"952",854.77,7.55,2017-02-16 15:00:00
"953",943.23,12.22,2017-02-16 16:00:00
"954",986.44,7.11,2017-02-16 17:00:00
"955",884.09,9.21,2017-02-16 18:00:00
"956",820.36,9.11,2017-02-16 19:00:00
"957",949.81,8.09,2017-02-16 20:00:00
"958",831.17,7.64,2017-02-16 21:00:00
"959",1086.55,5.61,2017-02-16 22:00:00
"960",1082.41,8,2017-02-16 23:00:00
"961",826.14,4.43,2017-02-17 00:00:00
"962",1117.79,10.1,2017-02-17 01:00:00
"963",857.09,7.57,2017-02-17 02:00:00
"964",954.94,6.26,2017-02-17 03:00:00
"965",1068.69,5.06,2017-02-17 04:00:00
"966",1069.72,7.41,2017-02-17 05:00:00
"967",1170.05,7.51,2017-02-17 06:00:00
"968",1107.83,6.08,2017-02-17 07:00:00
"969",1038.46,5.34,2017-02-17 08:00:00
"970",1080.1,4.7,2017-02-17 09:00:00
"971",1186.45,6.54,2017-02-17 10:00:00
"972",877.96,6.11,2017-02-17 11:00:00
"973",895.98,7.52,2017-02-17 12:00:00
"974",926.74,14.02,2017-02-17 13:00:00
"975",1030.17,7.27,2017-02-17 14:00:00
"976",933.5,9.59,2017-02-17 15:00:00
"977",1089.23,13.42,2017-02-17 16:00:00
"978",875.95,6.03,2017-02-17 17:00:00
"979",1138.29,8.82,2017-02-17 18:00:00
"980",782.36,7.11,2017-02-17 19:00:00
"981",906.37,13.09,2017-02-17 20:00:00
"982",1071.45,4.45,2017-02-17 21:00:00
"983",933.8,7.25,2017-02-17 22:00:00
"984",879.49,6.13,2017-02-17 23:00:00
"985",1164.48,9.82,2017-02-18 00:00:00
"986",953.01,9.56,2017-02-18 01:00:00
"987",1057.99,10.37,2017-02-18 02:00:00
"988",1195.03,8.67,2017-02-18 03:00:00
"989",1155.21,7.92,2017-02-18 04:00:00
"990",919.4,8.29,2017-02-18 05:00:00
"991",876.47,7,2017-02-18 06:00:00
"992",1048.11,8,2017-02-18 07:00:00
"993",929.34,8.62,2017-02-18 08:00:00
"994",870.64,5.51,2017-02-18 09:00:00
"995",899.91,7.46,2017-02-18 10:00:00
"996",1095.09,8.35,2017-02-18 11:00:00
"997",1065.58,9.25,2017-02-18 12:00:00
"998",840.65,9.73,2017-02-18 13:00:00
"999",1023.29,10.04,2017-02-18 14:00:00
"1000",838.65,11.29,2017-02-18 15:00:00
"1001",1154.35,9.19,2017-02-18 16:00:00
"1002",857.13,7.84,2017-02-18 17:00:00
"1003",1129.76,9.01,2017-02-18 18:00:00
"1004",859.75,10.01,2017-02-18 19:00:00
"1005",1033.85,8.78,2017-02-18 20:00:00
"1006",921.98,5.28,2017-02-18 21:00:00
"1007",1066.21,10.51,2017-02-18 22:00:00
"1008",959.09,8.43,2017-02-18 23:00:00
"1009",841.67,8.02,2017-02-19 00:00:00
"1010",1067.7,7.58,2017-02-19 01:00:00
"1011",906.1,6.87,2017-02-19 02:00:00
"1012",953.9,7.14,2017-02-19 03:00:00
"1013",806.74,6.18,2017-02-19 04:00:00
"1014",920.05,3.98,2017-02-19 05:00:00
"1015",876.14,5.03,2017-02-19 06:00:00
"1016",1148.95,3.94,2017-02-19 07:00:00
"1017",1095.71,7.01,2017-02-19 08:00:00
"1018",811.59,4.63,2017-02-19 09:00:00
"1019",865.98,2.68,2017-02-19 10:00:00
"1020",825.48,6.44,2017-02-19 11:00:00
"1021",1150.06,6.35,2017-02-19 12:00:00
"1022",945.48,12.16,2017-02-19 13:00:00
"1023",1046.06,7.61,2017-02-19 14:00:00
"1024",873.92,9.08,2017-02-19 15:00:00
"1025",853.47,7.5,2017-02-19 16:00:00
"1026",956.07,8.36,2017-02-19 17:00:00
"1027",997.01,10.32,2017-02-19 18:00:00
"1028",960.99,11.43,2017-02-19 19:00:00
"1029",810.02,11.79,2017-02-19 20:00:00
"1030",904.03,3.94,2017-02-19 21:00:00
"1031",954.18,8.51,2017-02-19 22:00:00
"1032",983.73,9.12,2017-02-19 23:00:00
"1033",863.85,6.31,2017-02-20 00:00:00
"1034",1021.43,8.22,2017-02-20 01:00:00
"1035",902.8,8.93,2017-02-20 02:00:00
"1036",1169.68,8.32,2017-02-20 03:00:00
"1037",1055.61,5.34,2017-02-20 04:00:00
"1038",1071.61,4.32,2017-02-20 05:00:00
"1039",912.79,6.43,2017-02-20 06:00:00
"1040",887.47,6.97,2017-02-20 07:00:00
"1041",861.98,5.69,2017-02-20 08:00:00
"1042",1146.37,4.2,2017-02-20 09:00:00
"1043",883.35,4.12,2017-02-20 10:00:00
"1044",982.6,6.76,2017-02-20 11:00:00
"1045",950.95,9.38,2017-02-20 12:00:00
"1046",1091.31,10.53,2017-02-20 13:00:00
"1047",1057.88,8.65,2017-02-20 14:00:00
"1048",994.45,10.85,2017-02-20 15:00:00
"1049",792.86,11.02,2017-02-20 16:00:00
"1050",889.43,6.87,2017-02-20 17:00:00
"1051",1045.8,7.61,2017-02-20 18:00:00
"1052",802.36,9.06,2017-02-20 19:00:00
"1053",1098.9,6.76,2017-02-20 20:00:00
"1054",847.4,7.03,2017-02-20 21:00:00
"1055",896.55,10.95,2017-02-20 22:00:00
"1056",842.94,5.45,2017-02-20 23:00:00
"1057",1070.57,6.06,2017-02-21 00:00:00
"1058",1008.49,6.75,2017-02-21 01:00:00
"1059",829.62,6.27,2017-02-21 02:00:00
"1060",803.14,5.33,2017-02-21 03:00:00
"1061",1147.45,6.02,2017-02-21 04:00:00
"1062",831.43,5.18,2017-02-21 05:00:00
"1063",1085.38,8.47,2017-02-21 06:00:00
"1064",1090.66,7.8,2017-02-21 07:00:00
"1065",1135.38,4.78,2017-02-21 08:00:00
"1066",854.63,5.9,2017-02-21 09:00:00
"1067",962.96,6.3,2017-02-21 10:00:00
"1068",1067,7.3,2017-02-21 11:00:00
"1069",1110.27,12.5,2017-02-21 12:00:00
"1070",1159.13,9.14,2017-02-21 13:00:00
"1071",836.36,8.89,2017-02-21 14:00:00
"1072",894.82,14.11,2017-02-21 15:00:00
"1073",888.61,13.9,2017-02-21 16:00:00
"1074",1180.09,7,2017-02-21 17:00:00
"1075",1147.12,7.88,2017-02-21 18:00:00
"1076",826.45,11.61,2017-02-21 19:00:00
"1077",1038.76,7.79,2017-02-21 20:00:00
"1078",1089.44,5.77,2017-02-21 21:00:00
"1079",1009.45,10.17,2017-02-21 22:00:00
"1080",961.21,10.46,2017-02-21 23:00:00
"1081",1119.02,6.34,2017-02-22 00:00:00
"1082",988.78,6.59,2017-02-22 01:00:00
"1083",936.53,8.86,2017-02-22 02:00:00
"1084",822.84,4.35,2017-02-22 03:00:00
"1085",837.15,4.87,2017-02-22 04:00:00
"1086",1155.19,7.14,2017-02-22 05:00:00
"1087",1161.89,5.1,2017-02-22 06:00:00
"1088",1070.07,5.39,2017-02-22 07:00:00
"1089",901.66,6.77,2017-02-22 08:00:00
"1090",908.25,5.91,2017-02-22 09:00:00
"1091",807.22,3.92,2017-02-22 10:00:00
"1092",1180.58,5.12,2017-02-22 11:00:00
"1093",1165.43,11.1,2017-02-22 12:00:00
"1094",1169.81,12.66,2017-02-22 13:00:00
"1095",1025.26,11,2017-02-22 14:00:00
"1096",924.27,10.57,2017-02-22 15:00:00
"1097",950.44,11.26,2017-02-22 16:00:00
"1098",929.3,8.18,2017-02-22 17:00:00
"1099",945.55,7.87,2017-02-22 18:00:00
"1100",1119.31,5.37,2017-02-22 19:00:00
"1101",1079.17,11.89,2017-02-22 20:00:00
"1102",878.91,6.61,2017-02-22 21:00:00
"1103",844.67,9.64,2017-02-22 22:00:00
"1104",1030.29,4.56,2017-02-22 23:00:00
"1105",1179.66,7.47,2017-02-23 00:00:00
"1106",1070.7,8.72,2017-02-23 01:00:00
"1107",1020.54,6.62,2017-02-23 02:00:00
"1108",1139.04,8.39,2017-02-23 03:00:00
"1109",869.71,4.19,2017-02-23 04:00:00
"1110",965.87,6.73,2017-02-23 05:00:00
"1111",880.09,6.15,2017-02-23 06:00:00
"1112",934.99,5.76,2017-02-23 07:00:00
"1113",1078.32,6.72,2017-02-23 08:00:00
"1114",832.71,6.66,2017-02-23 09:00:00
"1115",1153.07,3.86,2017-02-23 10:00:00
"1116",893.19,7.97,2017-02-23 11:00:00
"1117",1035.65,10.46,2017-02-23 12:00:00
"1118",889.4,9.44,2017-02-23 13:00:00
"1119",892.25,11.37,2017-02-23 14:00:00
"1120",867.07,13.13,2017-02-23 15:00:00
"1121",900.03,7.7,2017-02-23 16:00:00
"1122",938.58,7,2017-02-23 17:00:00
"1123",1124.11,11.73,2017-02-23 18:00:00
"1124",1029.72,7.78,2017-02-23 19:00:00
"1125",812.39,10.55,2017-02-23 20:00:00
"1126",783.85,5.57,2017-02-23 21:00:00
"1127",1076.47,9.46,2017-02-23 22:00:00
"1128",1082.87,5.37,2017-02-23 23:00:00
"1129",1166.92,7.35,2017-02-24 00:00:00
"1130",875.15,8.16,2017-02-24 01:00:00
"1131",976.66,8.62,2017-02-24 02:00:00
"1132",1033.22,9.09,2017-02-24 03:00:00
"1133",815.49,8.75,2017-02-24 04:00:00
"1134",961.53,6.85,2017-02-24 05:00:00
"1135",1092.51,6.3,2017-02-24 06:00:00
